Time,ID,LON,LAT
2025-06-25 05:18:00,7486,121.9466047238367,35.33471628982329
2025-06-25 05:19:00,7486,121.9432091106829,35.33355436830272
2025-06-25 05:20:00,7486,121.93975626339716,35.3323483246966
2025-06-25 05:21:00,7486,121.93628433806742,35.33112757372864
2025-06-25 05:22:00,7486,121.9327456494359,35.32990682134884
2025-06-25 05:23:00,7486,121.92929280777992,35.32873019165966
2025-06-25 05:24:00,7486,121.92753299967129,35.328112462192216
2025-06-25 05:25:00,7486,121.9257731915626,35.32749473272478
2025-06-25 05:26:00,7486,121.92225357534528,35.32625927378989
2025-06-25 05:27:00,7486,121.91844781380232,35.32493556705351
2025-06-25 05:28:00,7486,121.91521434291062,35.32378835592013
2025-06-25 05:29:00,7486,121.9120571729353,35.32264114640025
2025-06-25 05:30:00,7486,121.9085661695616,35.32140568807044
2025-06-25 05:31:00,7486,121.90509424986166,35.32021435101941
2025-06-25 05:32:00,7486,121.90330105869464,35.31958926736682
2025-06-25 05:33:00,7486,121.90150786752764,35.31896418371423
2025-06-25 05:34:00,7486,121.89765442354172,35.31766988988633
2025-06-25 05:35:00,7486,121.8943828162663,35.31659621273855
2025-06-25 05:36:00,7486,121.89030044701224,35.315184258402354
2025-06-25 05:37:00,7486,121.88675221795128,35.3139487988624
2025-06-25 05:38:00,7486,121.88483502653564,35.31326488475396
2025-06-25 05:39:00,7486,121.88291783512,35.312580970645534
2025-06-25 05:40:00,7486,121.8792837534537,35.31127197449803
2025-06-25 05:41:00,7486,121.87572597270376,35.30996297996402
2025-06-25 05:42:00,7486,121.87214911672474,35.30865398502665
2025-06-25 05:43:00,7486,121.86876301866636,35.307374408040005
2025-06-25 05:44:00,7486,121.865205223842,35.305991878713655
2025-06-25 05:45:00,7486,121.86367432411215,35.3054035680037
2025-06-25 05:46:00,7486,121.86214342438234,35.30481525729374
2025-06-25 05:47:00,7486,121.85875733195374,35.303565094224034
2025-06-25 05:48:00,7486,121.85536171598504,35.302388465745
2025-06-25 05:49:00,7486,121.85192795237305,35.30122654341767
2025-06-25 05:50:00,7486,121.84860864576537,35.30009403742755
2025-06-25 05:51:00,7486,121.84489827725714,35.29885857445888
2025-06-25 05:52:00,7486,121.84205589078508,35.29793197597182
2025-06-25 05:53:00,7486,121.84051070152276,35.29743190671015
2025-06-25 05:54:00,7486,121.83896551226044,35.29693183744848
2025-06-25 05:55:00,7486,121.835627147313,35.29588757280582
2025-06-25 05:56:00,7486,121.83238414725145,35.29478448234615
2025-06-25 05:57:00,7486,121.82873098754116,35.2934607788368
2025-06-25 05:58:00,7486,121.82544980042788,35.29216649711026
2025-06-25 05:59:00,7486,121.82234981532396,35.2908060379027
2025-06-25 06:00:00,7486,121.81924983022004,35.28944557869515
2025-06-25 06:01:00,7486,121.81756629347144,35.28867342777728
2025-06-25 06:02:00,7486,121.8158827567228,35.28790127685941
2025-06-25 06:03:00,7486,121.81265876433302,35.28644521979982
2025-06-25 06:04:00,7486,121.809558769377,35.28503328623762
2025-06-25 06:05:00,7486,121.80623940365668,35.28359193411961
2025-06-25 06:06:00,7486,121.80285329433876,35.28225352929909
2025-06-25 06:07:00,7486,121.79946718502084,35.28091512447856
2025-06-25 06:08:00,7486,121.79765014700256,35.28027533336327
2025-06-25 06:09:00,7486,121.79583310898433,35.279635542247995
2025-06-25 06:10:00,7486,121.79290486990692,35.278635407153374
2025-06-25 06:11:00,7486,121.78982402618196,35.277620561873256
2025-06-25 06:12:00,7486,121.78635211211176,35.27645863873917
2025-06-25 06:13:00,7486,121.78313771644918,35.27531142800917
2025-06-25 06:14:00,7486,121.77992332078658,35.274164217279164
2025-06-25 06:15:00,7486,121.7762319993586,35.27278168512917
2025-06-25 06:16:00,7486,121.77282682607114,35.27150210773914
2025-06-25 06:17:00,7486,121.77113854584924,35.270862319346655
2025-06-25 06:18:00,7486,121.76945026562731,35.270222530954186
2025-06-25 06:19:00,7486,121.76623585870516,35.26901649239029
2025-06-25 06:20:00,7486,121.76273531208716,35.26775161994185
2025-06-25 06:21:00,7486,121.75940645379048,35.26654557895769
2025-06-25 06:22:00,7486,121.7558772999586,35.26531011982112
2025-06-25 06:23:00,7486,121.75256752252082,35.264133493157274
2025-06-25 06:24:00,7486,121.75082679245612,35.26353047105167
2025-06-25 06:25:00,7486,121.74908606239144,35.26292744894609
2025-06-25 06:26:00,7486,121.74545198635494,35.26164786671552
2025-06-25 06:27:00,7486,121.74215174934656,35.26048594721184
2025-06-25 06:28:00,7486,121.7388562853678,35.25934608824672
2025-06-25 06:29:00,7486,121.735560821389,35.25820622928158
2025-06-25 06:30:00,7486,121.73223196590722,35.25701489525591
2025-06-25 06:31:00,7486,121.73066769719348,35.25649276515315
2025-06-25 06:32:00,7486,121.72910342847976,35.2559706350504
2025-06-25 06:33:00,7486,121.72632779686484,35.25499991709975
2025-06-25 06:34:00,7486,121.7230609429148,35.25384535178122
2025-06-25 06:35:00,7486,121.71979408896478,35.25269078646269
2025-06-25 06:36:00,7486,121.7165224507256,35.251455332771734
2025-06-25 06:37:00,7486,121.71320311596904,35.2501757571969
2025-06-25 06:38:00,7486,121.70996008775865,35.248925597152535
2025-06-25 06:39:00,7486,121.70818596759835,35.248278453465616
2025-06-25 06:40:00,7486,121.7064118474381,35.247631309778704
2025-06-25 06:41:00,7486,121.703245145478,35.246513513974094
2025-06-25 06:42:00,7486,121.69978275776285,35.245292763207814
2025-06-25 06:43:00,7486,121.69681636541236,35.24427792034797
2025-06-25 06:44:00,7486,121.69396443006625,35.24329249382532
2025-06-25 06:45:00,7486,121.69074049115932,35.24211586897669
2025-06-25 06:46:00,7486,121.68743070246197,35.24088041447898
2025-06-25 06:47:00,7486,121.6857853443204,35.24025533395257
2025-06-25 06:48:00,7486,121.6841399861788,35.239630253426164
2025-06-25 06:49:00,7486,121.6809160303826,35.2383653868267
2025-06-25 06:50:00,7486,121.67752038345012,35.23702698180448
2025-06-25 06:51:00,7486,121.67559363893804,35.23626217922277
2025-06-25 06:52:00,7486,121.67267967954103,35.23512232832522
2025-06-25 06:53:00,7486,121.66976572014406,35.23398247742766
2025-06-25 06:54:00,7486,121.66678022441565,35.23282056457973
2025-06-25 06:55:00,7486,121.66379472868722,35.2316586517318
2025-06-25 06:56:00,7486,121.66025600909194,35.230276122808824
2025-06-25 06:57:00,7486,121.65703205611058,35.22902596316784
2025-06-25 06:58:00,7486,121.65410378606944,35.22786405153004
2025-06-25 06:59:00,7486,121.65072721718096,35.226540353869666
2025-06-25 07:00:00,7486,121.64723617439884,35.22509899812126
2025-06-25 07:01:00,7486,121.64358295839082,35.223481155442485
2025-06-25 07:02:00,7486,121.64194231838856,35.22259134976445
2025-06-25 07:03:00,7486,121.64030167838628,35.221701544086415
2025-06-25 07:04:00,7486,121.63706801889715,35.219568966735494
2025-06-25 07:05:00,7486,121.63384384916948,35.21718637129226
2025-06-25 07:06:00,7486,121.6310584603788,35.21506851037921
2025-06-25 07:07:00,7486,121.628034619965,35.21289181659004
2025-06-25 07:08:00,7486,121.62501077955118,35.21071512280087
2025-06-25 07:09:00,7486,121.62216821574124,35.20886198593015
2025-06-25 07:10:00,7486,121.620149180459,35.20760694944975
2025-06-25 07:11:00,7486,121.61813014517676,35.20635191296935
2025-06-25 07:12:00,7486,121.61611110989452,35.20509687648895
2025-06-25 07:13:00,7486,121.61300626309206,35.20325108755102
2025-06-25 07:14:00,7486,121.6099014162896,35.201405298613075
2025-06-25 07:15:00,7486,121.6068585400551,35.19943450183912
2025-06-25 07:16:00,7486,121.60384427384936,35.19744899871176
2025-06-25 07:17:00,7486,121.60178072031631,35.19614493809524
2025-06-25 07:18:00,7486,121.59971716678324,35.19484087747872
2025-06-25 07:19:00,7486,121.5976536132502,35.1935368168622
2025-06-25 07:20:00,7486,121.59455350569868,35.19153660496116
2025-06-25 07:21:00,7486,121.59126260081806,35.18930107769081
2025-06-25 07:22:00,7486,121.5881433842588,35.18712438188474
2025-06-25 07:23:00,7486,121.58526265028648,35.18516829549798
2025-06-25 07:24:00,7486,121.58259177198296,35.18335928313308
2025-06-25 07:25:00,7486,121.58220067630378,35.18307984265287
2025-06-25 07:26:00,7486,121.57911009510728,35.18102080311965
2025-06-25 07:27:00,7486,121.5760004077179,35.17879998663986
2025-06-25 07:28:00,7486,121.5728907203285,35.176579170160075
2025-06-25 07:29:00,7486,121.56968565116392,35.17432893774645
2025-06-25 07:30:00,7486,121.56659506433763,35.17224048429629
2025-06-25 07:31:00,7486,121.56507361777572,35.17121096503389
2025-06-25 07:32:00,7486,121.5635521712138,35.1701814457715
2025-06-25 07:33:00,7486,121.56065234512305,35.16813711723053
2025-06-25 07:34:00,7486,121.5577525190323,35.166092788689554
2025-06-25 07:35:00,7486,121.55466667427184,35.16386461923476
2025-06-25 07:36:00,7486,121.55158082951138,35.16163644977996
2025-06-25 07:37:00,7486,121.54853791386849,35.15945975558741
2025-06-25 07:38:00,7486,121.54649976676362,35.15801352824352
2025-06-25 07:39:00,7486,121.5444616196588,35.15656730089962
2025-06-25 07:40:00,7486,121.54242347255392,35.15512107355572
2025-06-25 07:41:00,7486,121.53936149857128,35.15303262071061
2025-06-25 07:42:00,7486,121.53627091174496,35.15094416726044
2025-06-25 07:43:00,7486,121.53322802143605,35.148899835694124
2025-06-25 07:44:00,7486,121.52992756486644,35.14659077342974
2025-06-25 07:45:00,7486,121.52706587234454,35.144458203944694
2025-06-25 07:46:00,7486,121.52560163035824,35.14331838370391
2025-06-25 07:47:00,7486,121.52413738837195,35.142178563463126
2025-06-25 07:48:00,7486,121.52122795710936,35.13978126771716
2025-06-25 07:49:00,7486,121.51822313562688,35.137310435161965
2025-06-25 07:50:00,7486,121.51522786020362,35.13488372368385
2025-06-25 07:51:00,7486,121.51235659628853,35.13257467049547
2025-06-25 07:52:00,7486,121.50934223437662,35.13008913078011
2025-06-25 07:53:00,7486,121.5078779811308,35.12889048270544
2025-06-25 07:54:00,7486,121.50641372788496,35.127691834630774
2025-06-25 07:55:00,7486,121.50348521857838,35.12527983152296
2025-06-25 07:56:00,7486,121.5005567092718,35.122867828415146
2025-06-25 07:57:00,7486,121.49758050626274,35.12042641038195
2025-06-25 07:58:00,7486,121.49472831194696,35.11808794368001
2025-06-25 07:59:00,7486,121.49149457645586,35.11555827845038
2025-06-25 08:00:00,7486,121.4901591105627,35.11451405616246
2025-06-25 08:01:00,7486,121.48882364466952,35.11346983387454
2025-06-25 08:02:00,7486,121.48624809747324,35.111425512191005
2025-06-25 08:03:00,7486,121.48310021458752,35.10896938356892
2025-06-25 08:04:00,7486,121.4801621873706,35.106660328968715
2025-06-25 08:05:00,7486,121.47751032518356,35.10454247087932
2025-06-25 08:06:00,7486,121.47455322273755,35.10223341587574
2025-06-25 08:07:00,7486,121.47199675640016,35.10021850851252
2025-06-25 08:08:00,7486,121.46909688808611,35.09795357559449
2025-06-25 08:09:00,7486,121.4675801821826,35.09677698684823
2025-06-25 08:10:00,7486,121.4660634762791,35.09560039810197
2025-06-25 08:11:00,7486,121.46320177531254,35.09342370774153
2025-06-25 08:12:00,7486,121.4601111547076,35.091158770789704
2025-06-25 08:13:00,7486,121.4577359537145,35.08940859251105
2025-06-25 08:14:00,7486,121.45484565397874,35.087305436337886
2025-06-25 08:15:00,7486,121.45188857968164,35.08514345091901
2025-06-25 08:16:00,7486,121.44896966147246,35.08301088022384
2025-06-25 08:17:00,7486,121.44752927759696,35.08194459527963
2025-06-25 08:18:00,7486,121.44608889372148,35.08087831033543
2025-06-25 08:19:00,7486,121.4431509002832,35.078745739236865
2025-06-25 08:20:00,7486,121.44023198770384,35.07664258245863
2025-06-25 08:21:00,7486,121.43725584662226,35.0745247175118
2025-06-25 08:22:00,7486,121.434336931228,35.072406853775085
2025-06-25 08:23:00,7486,121.4318663456448,35.07061255260413
2025-06-25 08:24:00,7486,121.4288901933037,35.0684358598234
2025-06-25 08:25:00,7486,121.42847048196602,35.06814171177966
2025-06-25 08:26:00,7486,121.42553248852776,35.06600914068111
2025-06-25 08:27:00,7486,121.42264696322906,35.06393539852573
2025-06-25 08:28:00,7486,121.41976143793032,35.06186165637035
2025-06-25 08:29:00,7486,121.41679483446332,35.05974379162521
2025-06-25 08:30:00,7486,121.41418117058754,35.05787595263655
2025-06-25 08:31:00,7486,121.41146257746988,35.05592722315773
2025-06-25 08:32:00,7486,121.40874398435224,35.053978493678926
2025-06-25 08:33:00,7486,121.4072988358918,35.05293426907158
2025-06-25 08:34:00,7486,121.40585368743136,35.05189004446422
2025-06-25 08:35:00,7486,121.40329725205774,35.050036913644185
2025-06-25 08:36:00,7486,121.40036879341912,35.047889635788856
2025-06-25 08:37:00,7486,121.39748804255748,35.04584530765126
2025-06-25 08:38:00,7486,121.39445467297377,35.0437127345358
2025-06-25 08:39:00,7486,121.39147855441132,35.041712525256735
2025-06-25 08:40:00,7486,121.38838796195525,35.03959465788963
2025-06-25 08:41:00,7486,121.38690466725896,35.038572492913225
2025-06-25 08:42:00,7486,121.38542137256267,35.03755032793683
2025-06-25 08:43:00,7486,121.38237847662398,35.035476582453576
