Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 15:00:00,3,3135,100694.3003,-87.4099
2025-06-25 15:08:00,2,3135,122497.6937,-117.5661
2025-06-25 15:24:00,6,3135,137758.0036,4.8463
2025-06-25 15:24:00,2,3135,119502.4926,-118.0499
2025-06-25 15:30:00,1,3135,-100.0,-119.7535
2025-06-25 15:36:00,4,3135,91826.0906,-39.7189
2025-06-25 15:40:00,5,3135,-100.0,-16.1643
2025-06-25 15:48:00,2,3135,115003.3297,-118.809
2025-06-25 16:00:00,6,3135,139681.1523,7.6512
2025-06-25 16:00:00,1,3135,-100.0,-120.715
2025-06-25 16:18:00,4,3135,87919.5133,-34.9267
2025-06-25 16:20:00,3,3135,85226.2279,-85.1609
2025-06-25 16:28:00,2,3135,107441.1717,-120.1819
2025-06-25 16:40:00,3,3135,81210.0763,-84.3995
2025-06-25 17:00:00,1,3135,-100.0,-122.963
2025-06-25 17:10:00,5,3135,-100.0,-5.0867
2025-06-25 17:10:00,1,3135,-100.0,-123.3475
2025-06-25 17:24:00,6,3135,145988.1301,14.1304
2025-06-25 17:48:00,6,3135,148176.6292,15.9489
2025-06-25 18:00:00,3,3135,64210.0315,-80.0093
2025-06-25 18:10:00,1,3135,-100.0,-126.8285
2025-06-25 18:12:00,2,3135,85479.0158,-125.6003
2025-06-25 18:28:00,2,3135,81031.386,-127.1289
2025-06-25 18:30:00,5,3135,-100.0,7.0343
2025-06-25 18:36:00,4,3135,79774.2985,-12.5194
2025-06-25 18:40:00,1,3135,-100.0,-129.779
2025-06-25 18:40:00,5,3135,-100.0,8.8542
2025-06-25 18:42:00,6,3135,155894.5672,21.5314
2025-06-25 18:48:00,6,3135,156812.923,22.2291
2025-06-25 19:48:00,2,3135,61416.3307,-141.6646
