Time,SensorID,BoatID,Distance,Azimuth
2025-06-26 01:00:00,3,9677,46796.8043,-25.0478
2025-06-26 01:30:00,3,9677,58495.4972,-36.3383
2025-06-26 01:30:00,1,9677,-100.0,-113.1338
2025-06-26 01:30:00,5,9677,-100.0,13.4965
2025-06-26 02:00:00,3,9677,71556.1588,-43.6282
2025-06-26 02:00:00,5,9677,-100.0,7.0936
2025-06-26 02:04:00,2,9677,61954.2573,-98.3545
2025-06-26 02:06:00,4,9677,119144.778,-8.6285
2025-06-26 02:18:00,4,9677,121639.0393,-11.0236
2025-06-26 03:10:00,3,9677,105880.7459,-53.6819
2025-06-26 03:30:00,1,9677,-100.0,-91.3464
2025-06-26 03:30:00,5,9677,-100.0,-11.0244
