Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 21:00:00,9,6084,159152.7205,-2.1377
2025-06-25 21:00:00,10,6084,-100.0,-0.16615
2025-06-25 21:00:00,5,6084,-100.0,-73.6825
2025-06-25 21:06:00,6,6084,144592.5594,-50.8771
2025-06-25 21:08:00,9,6084,157658.7499,-1.4263
2025-06-25 21:20:00,5,6084,-100.0,-75.1491
2025-06-25 21:20:00,10,6084,-100.0,-0.51143
2025-06-25 21:24:00,6,6084,145583.6491,-53.0359
2025-06-25 21:40:00,10,6084,-100.0,0.54931
2025-06-25 21:40:00,5,6084,-100.0,-75.5605
2025-06-25 22:04:00,9,6084,147605.3171,-1.3884
2025-06-25 22:30:00,10,6084,-100.0,-0.76214
2025-06-25 23:00:00,8,6084,152700.1174,-16.3149
2025-06-25 23:06:00,8,6084,151181.7035,-15.2244
2025-06-25 23:12:00,6,6084,125094.2515,-56.6408
2025-06-25 23:24:00,9,6084,139129.6753,0.91051
2025-06-25 23:36:00,6,6084,126878.8386,-54.2787
2025-06-25 23:36:00,8,6084,155850.3476,-13.2927
2025-06-25 23:48:00,6,6084,124003.924,-52.169
2025-06-25 23:50:00,10,6084,-100.0,6.7541
2025-06-26 00:06:00,8,6084,156555.184,-7.8811
2025-06-26 00:30:00,8,6084,151183.0654,-4.1692
2025-06-26 00:40:00,5,6084,-100.0,-77.5592
2025-06-26 00:40:00,10,6084,-100.0,16.0087
2025-06-26 01:00:00,8,6084,143972.4876,-0.71288
2025-06-26 01:12:00,4,6084,139188.2038,-91.8546
2025-06-26 01:18:00,6,6084,88369.7836,-46.6534
2025-06-26 01:24:00,8,6084,136943.8918,2.1254
2025-06-26 01:30:00,10,6084,-100.0,23.4674
2025-06-26 01:30:00,5,6084,-100.0,-83.6568
2025-06-26 01:36:00,6,6084,80565.9078,-45.8437
2025-06-26 01:40:00,9,6084,132296.4904,23.1143
2025-06-26 01:42:00,6,6084,78206.9714,-45.6489
2025-06-26 01:48:00,8,6084,131912.1835,6.2427
2025-06-26 02:00:00,8,6084,129350.5865,8.1528
2025-06-26 02:00:00,4,6084,122502.6005,-97.7584
2025-06-26 02:12:00,4,6084,121662.7113,-99.6735
2025-06-26 02:20:00,9,6084,130896.44,29.5417
2025-06-26 02:24:00,8,6084,127269.0991,11.578
2025-06-26 02:36:00,8,6084,125779.7245,13.7006
2025-06-26 02:40:00,7,6084,94852.2131,-9.2056
2025-06-26 02:40:00,5,6084,-100.0,-92.6113
2025-06-26 02:40:00,10,6084,-100.0,34.9883
2025-06-26 02:42:00,4,6084,111227.2631,-102.7331
2025-06-26 02:54:00,6,6084,50860.642,-40.9848
2025-06-26 03:10:00,7,6084,86220.2642,-9.6008
2025-06-26 03:36:00,8,6084,114318.7742,21.4017
2025-06-26 03:50:00,10,6084,-100.0,44.8917
2025-06-26 03:50:00,5,6084,-100.0,-108.4847
2025-06-26 04:04:00,9,6084,129518.665,45.8471
2025-06-26 04:30:00,3,6084,157111.5462,-134.5268
2025-06-26 04:30:00,6,6084,22245.1991,-11.6092
2025-06-26 04:36:00,9,6084,139015.0341,50.0057
2025-06-26 04:50:00,3,6084,148699.6921,-135.9418
2025-06-26 04:50:00,10,6084,-100.0,51.8658
