Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 13:00:00,2,2905,138048.629,-90.7528
2025-06-25 13:00:00,3,2905,141658.5788,-65.0844
2025-06-25 13:20:00,1,2905,-100.0,-95.1828
2025-06-25 13:40:00,2,2905,117874.6016,-93.9722
2025-06-25 13:42:00,4,2905,138072.3125,-31.3164
2025-06-25 13:56:00,2,2905,109505.7281,-95.5311
2025-06-25 14:04:00,2,2905,104936.1637,-96.4701
2025-06-25 14:44:00,2,2905,85212.5316,-101.9213
2025-06-25 14:48:00,4,2905,114183.5846,-18.6835
2025-06-25 15:00:00,2,2905,77510.287,-105.0845
2025-06-25 15:00:00,5,2905,-100.0,0.5194
2025-06-25 15:00:00,1,2905,-100.0,-108.6373
2025-06-25 15:10:00,5,2905,-100.0,2.9806
2025-06-25 15:12:00,4,2905,107106.2997,-12.9106
2025-06-25 15:30:00,1,2905,-100.0,-115.8056
2025-06-25 15:48:00,4,2905,99219.9486,-3.0657
2025-06-25 15:50:00,3,2905,51972.2426,-49.3645
2025-06-25 16:06:00,4,2905,141085.7404,-28.2495
2025-06-25 16:20:00,3,2905,37783.8352,-39.1961
2025-06-25 16:20:00,5,2905,-100.0,20.3845
2025-06-25 16:30:00,1,2905,-100.0,-139.917
2025-06-25 16:30:00,5,2905,-100.0,22.8983
2025-06-25 16:36:00,2,2905,42898.8041,-143.9901
2025-06-25 16:42:00,4,2905,93526.5221,13.7373
