Time,SensorID,BoatID,Distance,Azimuth
2025-06-26 02:12:00,6,1628,141362.879,-48.7462
2025-06-26 02:30:00,5,1628,-100.0,-73.5581
2025-06-26 02:42:00,6,1628,130412.7871,-48.9975
2025-06-26 02:48:00,6,1628,128518.5193,-49.1748
2025-06-26 03:00:00,10,1628,-100.0,7.3005
2025-06-26 03:06:00,6,1628,122482.9251,-49.7996
2025-06-26 03:10:00,10,1628,-100.0,8.2848
2025-06-26 03:18:00,6,1628,118451.5539,-50.2623
2025-06-26 03:20:00,5,1628,-100.0,-77.8211
2025-06-26 03:36:00,8,1628,149741.7217,-7.7715
2025-06-26 03:40:00,10,1628,-100.0,11.2156
2025-06-26 03:48:00,8,1628,146221.1533,-6.9825
2025-06-26 04:00:00,8,1628,142823.309,-6.2398
2025-06-26 04:00:00,10,1628,-100.0,13.267
2025-06-26 04:00:00,5,1628,-100.0,-81.8959
2025-06-26 04:06:00,6,1628,102902.0735,-52.4551
2025-06-26 04:10:00,5,1628,-100.0,-83.0834
2025-06-26 04:20:00,9,1628,128763.2188,13.2485
2025-06-26 04:30:00,6,1628,95117.9776,-54.1375
2025-06-26 04:30:00,7,1628,119957.3014,-27.8014
2025-06-26 04:30:00,4,1628,150064.7561,-94.3081
2025-06-26 04:36:00,9,1628,125016.9109,14.9572
2025-06-26 04:40:00,10,1628,-100.0,17.7096
2025-06-26 04:42:00,4,1628,148309.3243,-95.697
