Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 09:00:00,4,5385,119419.0861,-101.5579
2025-06-25 09:00:00,10,5385,-100.0,32.1045
2025-06-25 09:06:00,6,5385,60846.8929,-47.7815
2025-06-25 09:30:00,6,5385,57476.8095,-55.6793
2025-06-25 09:30:00,8,5385,111740.04,10.1622
2025-06-25 09:48:00,6,5385,55725.27,-62.1388
2025-06-25 10:06:00,6,5385,54772.6803,-69.1397
2025-06-25 10:10:00,5,5385,-100.0,-107.1232
2025-06-25 10:42:00,4,5385,141057.511,-115.3009
2025-06-25 10:48:00,4,5385,142566.0442,-115.9708
2025-06-25 11:00:00,4,5385,145547.6289,-117.2255
2025-06-25 11:06:00,8,5385,76370.0653,7.2464
2025-06-25 11:12:00,4,5385,148692.4567,-118.4754
2025-06-25 11:20:00,10,5385,-100.0,42.1588
2025-06-25 11:24:00,9,5385,76233.0212,39.9064
2025-06-25 11:30:00,5,5385,-100.0,-119.481
2025-06-25 11:30:00,10,5385,-100.0,43.3251
2025-06-25 11:48:00,9,5385,68439.1497,43.2288
2025-06-25 11:50:00,5,5385,-100.0,-122.1085
2025-06-25 12:24:00,6,5385,71180.3913,-114.7296
2025-06-25 12:40:00,10,5385,-100.0,55.9504
2025-06-25 12:42:00,8,5385,41539.9018,1.1599
