Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 23:00:00,9,1139,156518.9254,56.0746
2025-06-25 23:08:00,9,1139,154654.917,54.9982
2025-06-25 23:18:00,6,1139,27643.9376,31.3635
2025-06-25 23:30:00,3,1139,144446.948,-137.4578
2025-06-25 23:40:00,9,1139,147988.2619,50.5266
2025-06-25 23:42:00,4,1139,78074.2217,-120.2605
2025-06-25 23:48:00,6,1139,28729.3816,6.373
2025-06-25 23:50:00,3,1139,147246.5054,-134.3974
2025-06-26 00:12:00,9,1139,142362.1293,45.7731
2025-06-26 00:20:00,5,1139,-100.0,-104.3603
2025-06-26 00:28:00,9,1139,139872.7742,43.2048
2025-06-26 00:30:00,5,1139,-100.0,-101.6649
2025-06-26 00:36:00,6,1139,39768.8491,-23.2125
2025-06-26 00:44:00,9,1139,137720.2194,40.4828
2025-06-26 00:50:00,7,1139,89238.5768,0.093227
2025-06-26 00:50:00,5,1139,-100.0,-97.2515
2025-06-26 00:50:00,10,1139,-100.0,41.1123
2025-06-26 01:00:00,8,1139,125466.581,19.6041
2025-06-26 01:06:00,8,1139,125640.3411,18.3764
2025-06-26 01:06:00,4,1139,103272.1756,-104.2058
2025-06-26 01:08:00,9,1139,135037.12,36.3531
2025-06-26 01:32:00,9,1139,132934.7293,32.0327
2025-06-26 01:36:00,4,1139,113861.35,-100.3038
2025-06-26 01:40:00,5,1139,-100.0,-89.6899
2025-06-26 01:50:00,7,1139,102128.5091,-13.4845
2025-06-26 01:50:00,10,1139,-100.0,30.5983
2025-06-26 01:50:00,5,1139,-100.0,-88.5554
2025-06-26 01:56:00,9,1139,131674.6827,27.5944
2025-06-26 02:04:00,9,1139,131447.0995,26.1697
2025-06-26 02:18:00,8,1139,131571.7582,4.982
2025-06-26 02:18:00,4,1139,129032.9685,-96.0108
2025-06-26 02:28:00,9,1139,131361.1342,21.822
2025-06-26 02:30:00,8,1139,133237.0496,3.0296
2025-06-26 03:00:00,10,1139,-100.0,18.2388
2025-06-26 03:10:00,5,1139,-100.0,-82.5336
2025-06-26 03:20:00,7,1139,128098.6197,-26.9997
2025-06-26 03:30:00,10,1139,-100.0,13.0653
2025-06-26 03:36:00,6,1139,107977.5101,-52.1258
2025-06-26 03:40:00,5,1139,-100.0,-81.0284
2025-06-26 03:56:00,9,1139,137320.9529,6.4553
2025-06-26 04:12:00,9,1139,139382.0107,3.9494
2025-06-26 04:20:00,9,1139,140516.1458,2.7037
2025-06-26 04:20:00,7,1139,147852.9022,-33.016
