Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 13:00:00,9,7185,158976.1278,57.2395
2025-06-25 13:00:00,10,7185,-100.0,58.0699
2025-06-25 13:00:00,5,7185,-100.0,-150.2147
2025-06-25 13:10:00,3,7185,137405.7204,-142.6055
2025-06-25 13:24:00,8,7185,138246.0094,40.3239
2025-06-25 13:30:00,4,7185,63059.2547,-125.8672
2025-06-25 13:30:00,8,7185,139424.4161,39.4686
2025-06-25 13:30:00,1,7185,-100.0,-149.1725
2025-06-25 13:36:00,6,7185,38230.9109,32.7758
2025-06-25 13:40:00,1,7185,-100.0,-148.2397
2025-06-25 13:48:00,8,7185,143233.2177,36.9641
2025-06-25 13:54:00,6,7185,42904.0866,25.1644
2025-06-25 14:00:00,7,7185,99350.2108,22.8233
2025-06-25 14:20:00,3,7185,124813.7145,-131.9836
2025-06-25 14:20:00,10,7185,-100.0,47.9498
2025-06-25 14:20:00,5,7185,-100.0,-86.2812
2025-06-25 14:20:00,1,7185,-100.0,-144.5094
2025-06-25 14:20:00,7,7185,105176.7074,19.9559
2025-06-25 14:24:00,8,7185,151229.2139,32.5771
2025-06-25 14:30:00,5,7185,-100.0,-78.7631
2025-06-25 14:50:00,5,7185,-100.0,-67.1429
2025-06-25 15:30:00,4,7185,67543.3493,-84.182
2025-06-25 15:30:00,1,7185,-100.0,-137.0763
2025-06-25 15:30:00,10,7185,-100.0,40.1322
2025-06-25 15:30:00,5,7185,-100.0,-52.8667
2025-06-25 15:42:00,4,7185,69720.2712,-80.828
2025-06-25 15:56:00,2,7185,159442.9554,-133.669
2025-06-25 16:00:00,4,7185,73542.5775,-75.8894
2025-06-25 16:00:00,3,7185,116251.1349,-113.8661
2025-06-25 16:00:00,6,7185,84941.3359,0.82552
2025-06-25 16:04:00,2,7185,158130.1969,-132.5902
2025-06-25 16:12:00,4,7185,76264.6084,-72.8795
2025-06-25 16:30:00,10,7185,-100.0,34.1239
2025-06-25 16:30:00,5,7185,-100.0,-41.3777
2025-06-25 16:30:00,1,7185,-100.0,-129.5852
2025-06-25 16:36:00,4,7185,82322.318,-67.372
2025-06-25 16:48:00,6,7185,103352.2098,-2.7695
2025-06-25 16:50:00,7,7185,155535.6554,5.8164
2025-06-25 16:50:00,5,7185,-100.0,-38.9145
2025-06-25 16:54:00,6,7185,105907.7498,-3.1667
2025-06-25 16:54:00,4,7185,87456.9257,-63.6975
2025-06-25 17:06:00,4,7185,91052.9791,-61.4612
2025-06-25 17:12:00,6,7185,112973.1533,-4.1674
2025-06-25 17:18:00,4,7185,94648.1153,-59.5532
2025-06-25 17:20:00,3,7185,117972.7288,-97.9248
2025-06-25 17:24:00,2,7185,148059.0651,-120.9571
2025-06-25 17:36:00,4,7185,100445.31,-56.8212
2025-06-25 17:48:00,6,7185,127473.9387,-5.9384
2025-06-25 17:56:00,2,7185,146002.9335,-115.896
2025-06-25 18:00:00,3,7185,122377.023,-90.2696
2025-06-25 18:20:00,5,7185,-100.0,-32.4826
2025-06-25 18:30:00,4,7185,118993.9199,-50.3388
2025-06-25 18:30:00,5,7185,-100.0,-32.027
2025-06-25 18:36:00,4,7185,121039.0332,-49.7392
2025-06-25 18:54:00,6,7185,153876.5358,-8.307
2025-06-25 19:10:00,1,7185,-100.0,-105.9741
2025-06-25 19:10:00,5,7185,-100.0,-30.4189
2025-06-25 19:20:00,5,7185,-100.0,-30.1154
2025-06-25 19:24:00,4,7185,138046.7506,-45.6923
2025-06-25 19:30:00,3,7185,138768.7799,-75.9221
2025-06-25 19:30:00,4,7185,140242.7928,-45.2633
2025-06-25 19:36:00,4,7185,142242.5348,-44.8909
2025-06-25 19:40:00,2,7185,147452.9089,-99.4793
2025-06-25 19:40:00,5,7185,-100.0,-29.5698
2025-06-25 19:48:00,2,7185,148131.2154,-98.1888
2025-06-25 19:50:00,1,7185,-100.0,-100.2886
2025-06-25 19:54:00,4,7185,148627.8947,-43.7683
2025-06-25 20:00:00,4,7185,150887.1679,-43.4027
