Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 05:20:00,1,8835,-100.0,-108.1841
2025-06-25 05:24:00,4,8835,153407.7917,-62.6095
2025-06-25 05:40:00,5,8835,-100.0,-51.6661
2025-06-25 05:50:00,10,8835,-100.0,14.3722
2025-06-25 05:54:00,6,8835,139216.4112,-27.595
2025-06-25 06:20:00,10,8835,-100.0,15.1832
2025-06-25 06:20:00,5,8835,-100.0,-58.6245
2025-06-25 06:50:00,5,8835,-100.0,-64.4314
2025-06-25 06:50:00,7,8835,155070.6989,-16.8361
2025-06-25 07:10:00,10,8835,-100.0,16.7385
2025-06-25 07:10:00,5,8835,-100.0,-68.3494
2025-06-25 07:12:00,6,8835,110801.215,-36.9786
2025-06-25 07:40:00,10,8835,-100.0,17.9736
2025-06-25 07:40:00,5,8835,-100.0,-75.192
2025-06-25 07:48:00,6,8835,98713.3616,-43.2511
2025-06-25 07:54:00,6,8835,96646.1905,-44.5661
2025-06-25 08:00:00,10,8835,-100.0,18.9098
2025-06-25 08:12:00,4,8835,141131.5183,-91.8021
2025-06-25 08:20:00,9,8835,133997.0815,17.0764
2025-06-25 08:24:00,8,8835,138252.0194,-0.846
2025-06-25 09:06:00,4,8835,145008.6127,-98.3731
2025-06-25 09:06:00,6,8835,84467.0931,-57.0936
2025-06-25 09:18:00,6,8835,81842.8831,-60.4626
2025-06-25 09:24:00,8,8835,115681.9562,-2.0563
2025-06-25 09:36:00,6,8835,78618.1734,-65.683
2025-06-25 09:40:00,10,8835,-100.0,23.2001
2025-06-25 09:42:00,6,8835,77690.6275,-67.5686
2025-06-25 09:54:00,4,8835,150834.084,-106.4588
2025-06-25 10:10:00,10,8835,-100.0,26.0963
2025-06-25 10:10:00,5,8835,-100.0,-104.7783
2025-06-25 10:10:00,7,8835,84566.9381,-37.4164
2025-06-25 10:20:00,5,8835,-100.0,-106.8799
2025-06-25 10:24:00,6,8835,73577.7966,-81.9441
2025-06-25 10:36:00,8,8835,82824.3033,-4.0938
2025-06-25 10:40:00,10,8835,-100.0,29.9307
2025-06-25 10:40:00,5,8835,-100.0,-110.9248
2025-06-25 10:42:00,6,8835,73268.935,-88.4162
2025-06-25 10:48:00,8,8835,77334.3742,-4.5806
2025-06-25 10:54:00,8,8835,74281.8399,-4.8833
2025-06-25 11:20:00,10,8835,-100.0,37.3594
2025-06-25 11:20:00,7,8835,63423.3286,-56.5666
2025-06-25 11:36:00,8,8835,55421.6084,-7.4903
2025-06-25 11:54:00,6,8835,80975.9342,-112.5523
2025-06-25 12:00:00,7,8835,56257.0904,-72.9344
2025-06-25 12:12:00,6,8835,84941.7669,-117.7326
2025-06-25 12:18:00,6,8835,86285.6219,-119.2087
2025-06-25 12:20:00,10,8835,-100.0,57.6102
2025-06-25 12:20:00,5,8835,-100.0,-127.6502
2025-06-25 12:30:00,8,8835,30833.3102,-15.7814
2025-06-25 12:30:00,7,8835,54482.2305,-87.3976
2025-06-25 12:40:00,7,8835,54682.9214,-92.1479
2025-06-25 13:00:00,9,8835,32559.6137,80.784
2025-06-25 13:00:00,10,8835,-100.0,81.0699
2025-06-25 13:00:00,5,8835,-100.0,-132.7234
2025-06-25 13:12:00,8,8835,14231.25,-40.4272
2025-06-25 13:18:00,6,8835,103481.2992,-132.3073
2025-06-25 13:20:00,5,8835,-100.0,-134.8869
