Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 13:06:00,4,3874,78356.1401,-52.1882
2025-06-25 13:20:00,5,3874,-100.0,-27.9654
2025-06-25 13:20:00,3,3874,102488.792,-102.1693
2025-06-25 13:40:00,3,3874,108756.773,-105.3896
2025-06-25 13:40:00,7,3874,155314.8852,8.8193
2025-06-25 13:54:00,6,3874,97695.6041,-0.30773
2025-06-25 14:00:00,6,3874,95744.8159,-1.0373
2025-06-25 14:04:00,2,3874,155689.3819,-129.6613
2025-06-25 14:20:00,5,3874,-100.0,-49.0668
2025-06-25 14:36:00,4,3874,83802.394,-79.9218
2025-06-25 14:42:00,6,3874,80335.564,-7.9487
2025-06-25 14:48:00,4,3874,85678.3511,-83.2974
2025-06-25 14:48:00,6,3874,78013.0341,-9.2472
2025-06-25 15:20:00,7,3874,114686.6709,0.81536
2025-06-25 15:30:00,6,3874,64326.6494,-19.5543
2025-06-25 15:30:00,8,3874,145547.0469,18.2807
2025-06-25 15:30:00,10,3874,-100.0,35.7661
2025-06-25 15:54:00,4,3874,100567.7779,-98.9197
2025-06-25 16:06:00,6,3874,55391.0803,-32.2702
2025-06-25 16:06:00,8,3874,129985.5653,16.8188
2025-06-25 16:24:00,4,3874,109275.0526,-103.3946
2025-06-25 16:30:00,10,3874,-100.0,36.2352
2025-06-25 16:40:00,7,3874,88451.5493,-10.7393
2025-06-25 16:42:00,8,3874,117003.6625,14.3536
2025-06-25 16:52:00,9,3874,120650.0126,34.1839
2025-06-25 17:00:00,5,3874,-100.0,-100.6237
2025-06-25 17:00:00,6,3874,52568.4938,-53.727
2025-06-25 17:12:00,8,3874,107624.9445,11.5875
2025-06-25 17:12:00,4,3874,124429.6683,-108.3369
2025-06-25 17:20:00,10,3874,-100.0,35.3469
2025-06-25 17:20:00,5,3874,-100.0,-103.2361
2025-06-25 17:24:00,6,3874,54531.6519,-62.6529
2025-06-25 17:48:00,8,3874,98186.3556,7.3889
2025-06-25 17:50:00,5,3874,-100.0,-105.917
2025-06-25 17:56:00,9,3874,99352.862,31.369
2025-06-25 18:00:00,5,3874,-100.0,-106.6758
2025-06-25 18:06:00,8,3874,93746.9063,4.9652
2025-06-25 18:30:00,4,3874,148746.4271,-112.3605
2025-06-25 18:30:00,8,3874,88029.2211,1.4144
2025-06-25 18:30:00,10,3874,-100.0,32.0617
2025-06-25 18:30:00,5,3874,-100.0,-108.9079
2025-06-25 18:36:00,4,3874,150526.9257,-112.6071
2025-06-25 18:36:00,8,3874,86723.685,0.51115
2025-06-25 18:48:00,4,3874,154568.4268,-113.155
2025-06-25 18:52:00,9,3874,81614.7178,27.641
2025-06-25 19:10:00,7,3874,74911.3992,-46.1781
2025-06-25 19:12:00,6,3874,75774.446,-89.2945
2025-06-25 19:36:00,8,3874,74285.6408,-11.1007
2025-06-25 19:42:00,8,3874,73437.2607,-12.5087
2025-06-25 19:54:00,8,3874,72132.1912,-15.2438
2025-06-25 20:00:00,8,3874,71653.853,-16.513
2025-06-25 20:00:00,5,3874,-100.0,-113.3879
2025-06-25 20:00:00,10,3874,-100.0,24.1305
2025-06-25 20:10:00,10,3874,-100.0,22.5872
2025-06-25 20:12:00,6,3874,91341.0375,-96.8395
2025-06-25 20:12:00,9,3874,58631.5022,17.5106
2025-06-25 20:20:00,10,3874,-100.0,20.5904
2025-06-25 20:24:00,8,3874,71274.2504,-21.7945
2025-06-25 20:30:00,8,3874,71868.0739,-22.9786
2025-06-25 20:40:00,5,3874,-100.0,-112.8205
2025-06-25 20:40:00,10,3874,-100.0,16.65
