Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 16:00:00,5,4561,-100.0,-114.107
2025-06-25 16:06:00,8,4561,81661.6004,-53.3186
2025-06-25 16:30:00,10,4561,-100.0,-18.952
2025-06-25 16:50:00,10,4561,-100.0,-14.2882
2025-06-25 17:20:00,5,4561,-100.0,-106.0825
2025-06-25 17:24:00,6,4561,123679.9334,-89.6505
2025-06-25 17:36:00,8,4561,99397.3561,-33.5547
2025-06-25 17:40:00,9,4561,74639.4966,-10.2919
2025-06-25 18:00:00,10,4561,-100.0,-4.2928
2025-06-25 18:10:00,10,4561,-100.0,-3.4465
2025-06-25 18:24:00,8,4561,110519.3891,-26.751
2025-06-25 18:28:00,9,4561,89273.6372,-5.3015
2025-06-25 18:30:00,5,4561,-100.0,-98.6925
2025-06-25 18:30:00,10,4561,-100.0,-1.637
2025-06-25 18:30:00,6,4561,118565.0169,-78.9708
2025-06-25 18:42:00,8,4561,114357.2231,-24.7759
2025-06-25 18:50:00,7,4561,122190.7461,-49.4614
2025-06-25 18:54:00,6,4561,117450.0929,-75.0785
2025-06-25 19:00:00,10,4561,-100.0,0.66236
2025-06-25 19:00:00,5,4561,-100.0,-95.3665
2025-06-25 19:18:00,8,4561,123782.8565,-20.217
2025-06-25 19:24:00,9,4561,107721.8756,-0.34878
2025-06-25 19:42:00,6,4561,117093.436,-66.3672
2025-06-25 19:54:00,8,4561,134394.3598,-16.7603
2025-06-25 20:10:00,10,4561,-100.0,4.395
2025-06-25 20:10:00,5,4561,-100.0,-86.3041
2025-06-25 20:30:00,5,4561,-100.0,-83.3519
2025-06-25 20:30:00,10,4561,-100.0,5.3802
2025-06-25 20:36:00,9,4561,132683.4893,3.3262
2025-06-25 20:36:00,8,4561,147118.9372,-13.1402
2025-06-25 20:40:00,5,4561,-100.0,-81.8438
2025-06-25 20:50:00,10,4561,-100.0,6.1301
2025-06-25 20:50:00,5,4561,-100.0,-80.4392
2025-06-25 21:00:00,9,4561,140867.7672,4.4092
2025-06-25 21:00:00,5,4561,-100.0,-79.0154
2025-06-25 21:12:00,6,4561,122299.2876,-50.6379
2025-06-25 21:48:00,9,4561,156784.8203,8.0575
2025-06-25 21:50:00,5,4561,-100.0,-71.4609
2025-06-25 22:20:00,10,4561,-100.0,11.9432
2025-06-25 22:42:00,6,4561,128585.1138,-35.1997
2025-06-25 23:18:00,4,4561,146711.7146,-70.8734
2025-06-25 23:36:00,4,4561,144765.2129,-68.3876
2025-06-25 23:42:00,4,4561,144195.0514,-67.6025
2025-06-26 00:06:00,6,4561,140354.958,-23.1474
2025-06-26 00:10:00,5,4561,-100.0,-48.9169
2025-06-26 00:10:00,1,4561,-100.0,-111.6702
2025-06-26 00:12:00,4,4561,141556.722,-63.2973
2025-06-26 01:00:00,6,4561,149992.1832,-16.8319
2025-06-26 01:00:00,4,4561,138978.9431,-56.5665
2025-06-26 01:12:00,6,4561,152765.7475,-15.341
2025-06-26 01:20:00,3,4561,147146.4325,-83.0466
2025-06-26 01:30:00,1,4561,-100.0,-106.8034
2025-06-26 02:10:00,3,4561,147218.4065,-76.9854
