Time,SensorID,BoatID,Distance,Azimuth
2025-06-25 05:00:00,4,-1,100127.15347770511,21.157447239385775
2025-06-25 05:00:00,7,-1,86338.08831741921,35.44735206560779
2025-06-25 05:00:00,6,-1,131418.1874330932,-103.51606872196992
2025-06-25 05:00:00,1,14,-100.0,-151.425674595423
2025-06-25 05:00:00,10,29,-100.0,4.605268025210658
2025-06-25 05:00:00,5,14,-100.0,27.9917
2025-06-25 05:00:00,2,-1,41177.3151179276,-162.38402525642203
2025-06-25 05:00:00,3,-1,21639.694031174637,-12.257992462831922
2025-06-25 05:00:00,6,-1,74353.89129105552,-60.13192814183332
2025-06-25 05:00:00,7,-1,97454.02220924264,-26.333328141833316
2025-06-25 05:00:00,5,213,-100.0,-95.3168
2025-06-25 05:00:00,3,-1,24176.89999346346,-3.3197491628802065
2025-06-25 05:00:00,2,-1,25463.63783311536,-148.45539577691335
2025-06-25 05:00:00,5,99,-100.0,-113.8991
2025-06-25 05:00:00,6,-1,121588.5465502632,4.329663736640092
2025-06-25 05:00:00,10,99,-100.0,-25.12555559804049
2025-06-25 05:00:00,4,-1,107704.55940510255,16.397432100351
2025-06-25 05:00:00,2,-1,37288.6673746048,-124.40696265349828
2025-06-25 05:00:00,4,-1,91319.74926017516,19.469907537168076
2025-06-25 05:00:00,8,-1,119346.84979305568,10.33261070747204
2025-06-25 05:00:00,1,145,-100.0,-155.40797252396558
2025-06-25 05:00:00,3,-1,28939.467274238745,-4.8236725239655645
2025-06-25 05:00:00,2,-1,38640.8876345543,-133.64618785969537
2025-06-25 05:00:00,8,-1,14905.70852831383,-60.84572506747484
2025-06-25 05:00:00,7,-1,62341.076510005914,-108.72962506747484
2025-06-25 05:00:00,4,-1,111960.13234363373,14.731107070897592
2025-06-25 05:00:00,5,113,-100.0,25.0378
2025-06-25 05:00:00,1,113,-100.0,-138.9882929291024
2025-06-25 05:00:00,9,-1,42925.07727710751,-34.31444390737081
2025-06-25 05:00:00,7,-1,113037.11418116704,-80.2355439073708
2025-06-25 05:00:00,1,93,-100.0,-156.7675924628319
2025-06-25 05:00:00,2,-1,23541.761805519425,-148.37441378757285
2025-06-25 05:00:00,5,93,-100.0,30.1512
2025-06-25 05:00:00,5,419,-100.0,-88.9664
2025-06-25 05:00:00,10,419,-100.0,31.302195697338064
2025-06-25 05:00:00,4,-1,64224.20108914899,-137.0758479343922
2025-06-25 05:00:00,2,-1,19538.40222554469,-160.49399814988678
2025-06-25 05:00:00,6,-1,148707.09935130653,-57.88914668617251
2025-06-25 05:00:00,5,344,-100.0,-79.0297
2025-06-25 05:00:00,5,145,-100.0,29.2754
2025-06-25 05:00:00,5,472,-100.0,-94.5645
2025-06-25 05:00:00,9,-1,112641.211260021,22.978971858166684
2025-06-25 05:00:00,7,-1,113562.0425151784,-79.33804859229663
2025-06-25 05:00:00,6,-1,110806.26977532337,-133.24157355934938
2025-06-25 05:00:00,5,144,-100.0,-115.6508
2025-06-25 05:00:00,1,468,-100.0,-123.81269271977418
2025-06-25 05:00:00,8,-1,75252.62381183257,-55.49822444213848
2025-06-25 05:00:00,5,257,-100.0,29.0493
2025-06-25 05:00:00,5,360,-100.0,-112.2836
2025-06-25 05:00:00,10,117,-100.0,27.57506758142862
2025-06-25 05:00:00,10,144,-100.0,-25.360624442138477
2025-06-25 05:00:00,5,210,-100.0,-93.3024
2025-06-25 05:00:00,7,-1,86962.50765770358,30.46083629174495
2025-06-25 05:00:00,10,360,-100.0,-15.281066762696415
2025-06-25 05:00:00,9,-1,130426.52644526013,26.248150778586812
2025-06-25 05:00:00,4,-1,143562.7381438044,-106.70813241857138
2025-06-25 05:00:00,5,117,-100.0,-101.1617
2025-06-25 05:06:00,8,-1,128665.67683733565,10.251295697338062
